r_lat,r_lng,neighborhood,locality,county
41.896,-87.63,River North,Chicago,Cook County
41.896,-87.603,Streeterville,Chicago,Cook County
41.897,-87.635,Near North,Chicago,Cook County
41.897,-87.63,Rush & Division,Chicago,Cook County
41.898,-87.625,Streeterville,Chicago,Cook County
41.9,-87.78,NA,Oak Park,Cook County
41.906,-87.635,Near North Side,Chicago,Cook County
41.912,-87.639,Old Town Triangle,Chicago,Cook County
41.936,-87.647,Lake View East,Chicago,Cook County
41.954,-87.74,Old Irving Park,Chicago,Cook County
41.954,-87.691,North Center,Chicago,Cook County
41.961,-87.696,Albany Park,Chicago,Cook County
41.983,-87.669,Andersonville,Chicago,Cook County
42,-87.72,NA,Lincolnwood,Cook County
42.053,-87.674,NA,Evanston,Cook County
41.65,-87.62,Eden Green,Riverdale,Cook County
41.67,-87.65,West Pullman,Calumet Park,Cook County
41.68,-87.7,NA,Merrionette Park,Cook County
41.68,-87.64,West Pullman,Chicago,Cook County
41.69,-87.7,Mount Greenwood,Chicago,Cook County
41.69,-87.66,South Side,Chicago,Cook County
41.71,-87.7,NA,Evergreen Park,Cook County
41.73,-87.59,Calumet Heights,Chicago,Cook County
41.73,-87.58,Calumet Heights,Chicago,Cook County
41.74,-87.53,South Chicago,Chicago,Cook County
41.759,-87.674,West Englewood,Chicago,Cook County
41.765,-87.617,Greater Grand Crossing,Chicago,Cook County
41.766,-87.617,Greater Grand Crossing,Chicago,Cook County
41.767,-87.577,Jackson Park Highlands,Chicago,Cook County
41.78,-87.74,Clearing,Chicago,Cook County
41.781,-87.585,Jackson Park,Chicago,Cook County
41.788,-87.589,Hyde Park,Chicago,Cook County
41.79,-87.703,Gage Park,Chicago,Cook County
41.791,-87.608,Washington Park,Chicago,Cook County
41.82,-87.65,Back of the Yards,Chicago,Cook County
41.823,-87.69,Brighton Park,Chicago,Cook County
41.828,-87.694,Brighton Park,Chicago,Cook County
41.841,-87.685,Lower West Side,Chicago,Cook County
41.872,-87.625,Chicago Loop,Chicago,Cook County
41.872,-87.623,Chicago Loop,Chicago,Cook County
41.877,-87.627,Chicago Loop,Chicago,Cook County
41.879,-87.644,West Loop,Chicago,Cook County
41.879,-87.637,Chicago Loop,Chicago,Cook County
41.88,-87.642,West Loop,Chicago,Cook County
41.885,-87.64,West Loop,Chicago,Cook County
41.885,-87.622,Chicago Loop,Chicago,Cook County
41.887,-87.638,River North,Chicago,Cook County
41.887,-87.636,Chicago Loop,Chicago,Cook County
41.889,-87.72,Humboldt Park,Chicago,Cook County
41.894,-87.634,River North,Chicago,Cook County
41.894,-87.617,Streeterville,Chicago,Cook County
41.895,-87.677,West Town,Chicago,Cook County
41.895,-87.624,Streeterville,Chicago,Cook County
41.902,-87.677,West Town,Chicago,Cook County
41.902,-87.631,Rush & Division,Chicago,Cook County
41.902,-87.624,Gold Coast,Chicago,Cook County
41.916,-87.634,Lincoln Park,Chicago,Cook County
41.918,-87.637,Old Town Triangle,Chicago,Cook County
41.95,-87.647,Lake View East,Chicago,Cook County
41.954,-87.674,North Center,Chicago,Cook County
41.98,-87.677,Lincoln Square,Chicago,Cook County
41.66,-87.55,Hegewisch,Chicago,Cook County
41.68,-87.62,West Pullman,Chicago,Cook County
41.69,-87.72,Mount Greenwood,Chicago,Cook County
41.7,-87.66,East Beverly,Chicago,Cook County
41.71,-87.71,Mount Greenwood,Evergreen Park,Cook County
41.71,-87.62,Roseland,Chicago,Cook County
41.72,-87.54,East Side,Chicago,Cook County
41.729,-87.597,Burnside,Chicago,Cook County
41.74,-87.54,South Chicago,Chicago,Cook County
41.742,-87.658,Auburn Gresham,Chicago,Cook County
41.78,-87.606,Woodlawn,Chicago,Cook County
41.79,-87.67,West Englewood,Chicago,Cook County
41.81,-87.58,Kenwood,Chicago,Cook County
41.852,-87.691,Marshall Square,Chicago,Cook County
41.852,-87.627,Near South Side,Chicago,Cook County
41.873,-87.765,Austin,Chicago,Cook County
41.88,-87.638,Chicago Loop,Chicago,Cook County
41.886,-87.638,Near West Side,Chicago,Cook County
41.886,-87.627,Chicago Loop,Chicago,Cook County
41.886,-87.62,Chicago Loop,Chicago,Cook County
41.886,-87.616,Chicago Loop,Chicago,Cook County
41.887,-87.634,Chicago Loop,Chicago,Cook County
41.887,-87.625,Chicago Loop,Chicago,Cook County
41.888,-87.775,NA,Oak Park,Cook County
41.888,-87.618,Chicago Loop,Chicago,Cook County
41.889,-87.629,River North,Chicago,Cook County
41.89,-87.74,Humboldt Park,Chicago,Cook County
41.891,-87.649,West Town,Chicago,Cook County
41.891,-87.61,Streeterville,Chicago,Cook County
41.893,-87.641,River North,Chicago,Cook County
41.893,-87.614,Streeterville,Chicago,Cook County
41.897,-87.644,Goose Island,Chicago,Cook County
41.912,-87.634,Old Town Triangle,Chicago,Cook County
41.925,-87.659,Lincoln Park,Chicago,Cook County
41.928,-87.654,Sheffield & DePaul,Chicago,Cook County
41.936,-87.654,Lake View East,Chicago,Cook County
41.942,-87.767,Portage Park,Chicago,Cook County
41.953,-87.807,Dunning,Norridge,Cook County
41.954,-87.665,Lake View,Chicago,Cook County
41.96,-87.77,Portage Park,Chicago,Cook County
41.974,-87.668,Uptown,Chicago,Cook County
41.975,-87.679,Lincoln Square,Chicago,Cook County
41.979,-87.693,Lincoln Square,Chicago,Cook County
41.65,-87.6,Altgeld Gardens,Chicago,Cook County
41.67,-87.66,West Pullman,Chicago,Cook County
41.692,-87.531,East Side,Chicago,Cook County
41.7,-87.52,NA,Hammond,Lake County
41.72,-87.69,NA,Evergreen Park,Cook County
41.72,-87.59,Pullman,Chicago,Cook County
41.747,-87.58,Avalon Park,Chicago,Cook County
41.751,-87.597,Grand Crossing,Chicago,Cook County
41.767,-87.587,Grand Crossing,Chicago,Cook County
41.802,-87.586,East Hyde Park,Chicago,Cook County
41.817,-87.62,Bronzeville,Chicago,Cook County
41.825,-87.598,Oakland,Chicago,Cook County
41.863,-87.651,Little Italy,Chicago,Cook County
41.871,-87.694,Garfield Park,Chicago,Cook County
41.877,-87.65,West Loop,Chicago,Cook County
41.877,-87.638,West Loop,Chicago,Cook County
41.877,-87.63,Chicago Loop,Chicago,Cook County
41.878,-87.638,West Loop,Chicago,Cook County
41.88,-87.775,Austin,Oak Park,Cook County
41.881,-87.638,Chicago Loop,Chicago,Cook County
41.882,-87.675,Near West Side,Chicago,Cook County
41.883,-87.63,Chicago Loop,Chicago,Cook County
41.883,-87.623,Chicago Loop,Chicago,Cook County
41.885,-87.637,Chicago Loop,Chicago,Cook County
41.885,-87.616,Chicago Loop,Chicago,Cook County
41.886,-87.652,Fulton Market District,Chicago,Cook County
41.886,-87.637,Chicago Loop,Chicago,Cook County
41.887,-87.702,Garfield Park,Chicago,Cook County
41.887,-87.63,Chicago Loop,Chicago,Cook County
41.888,-87.766,Austin,Chicago,Cook County
41.89,-87.639,River North,Chicago,Cook County
41.891,-87.628,River North,Chicago,Cook County
41.893,-87.622,Streeterville,Chicago,Cook County
41.893,-87.616,Streeterville,Chicago,Cook County
41.893,-87.612,Streeterville,Chicago,Cook County
41.895,-87.629,River North,Chicago,Cook County
41.895,-87.625,River North,Chicago,Cook County
41.896,-87.679,West Town,Chicago,Cook County
41.897,-87.654,West Town,Chicago,Cook County
41.898,-87.644,Goose Island,Chicago,Cook County
41.899,-87.686,West Town,Chicago,Cook County
41.899,-87.621,Streeterville,Chicago,Cook County
41.9,-87.696,West Town,Chicago,Cook County
41.904,-87.632,Near North Side,Chicago,Cook County
41.906,-87.626,Gold Coast,Chicago,Cook County
41.91,-87.633,Near North Side,Chicago,Cook County
41.911,-87.67,West Town,Chicago,Cook County
41.911,-87.627,Gold Coast,Chicago,Cook County
41.921,-87.722,Logan Square,Chicago,Cook County
41.924,-87.751,Belmont Cragin,Chicago,Cook County
41.934,-87.734,Belmont Gardens,Chicago,Cook County
41.935,-87.784,Belmont Central,Chicago,Cook County
41.942,-87.701,Avondale,Chicago,Cook County
41.943,-87.664,Lake View,Chicago,Cook County
41.961,-87.716,Irving Park,Chicago,Cook County
41.97,-87.63,Uptown,Chicago,Cook County
41.972,-87.703,Lincoln Square,Chicago,Cook County
41.973,-87.66,Uptown,Chicago,Cook County
42.019,-87.67,Rogers Park,Chicago,Cook County
42.07,-87.69,NA,Wilmette,Cook County
41.66,-87.6,Riverdale,Chicago,Cook County
41.67,-87.64,West Pullman,Chicago,Cook County
41.68,-87.63,West Pullman,Chicago,Cook County
41.69,-87.69,Kennedy Park,Chicago,Cook County
41.69,-87.52,NA,Hammond,Lake County
41.692,-87.682,West Morgan Park,Chicago,Cook County
41.733,-87.658,Auburn Gresham,Chicago,Cook County
41.734,-87.559,South Chicago,Chicago,Cook County
41.736,-87.601,South Side,Chicago,Cook County
41.74,-87.64,Auburn Gresham,Chicago,Cook County
41.759,-87.664,West Englewood,Chicago,Cook County
41.759,-87.567,South Shore,Chicago,Cook County
41.767,-87.566,South Shore,Chicago,Cook County
41.77,-87.67,West Englewood,Chicago,Cook County
41.779,-87.644,Englewood,Chicago,Cook County
41.78,-87.718,West Lawn,Chicago,Cook County
41.781,-87.683,Chicago Lawn,Chicago,Cook County
41.794,-87.686,Gage Park,Chicago,Cook County
41.799,-87.703,Gage Park,Chicago,Cook County
41.802,-87.749,Garfield Ridge,Chicago,Cook County
41.808,-87.721,Archer Heights,Chicago,Cook County
41.809,-87.634,Fuller Park,Chicago,Cook County
41.82,-87.73,Archer Heights,Chicago,Cook County
41.837,-87.614,Douglas,Chicago,Cook County
41.84,-87.74,South Lawndale,Cicero,Cook County
41.848,-87.706,South Lawndale,Chicago,Cook County
41.853,-87.725,North Lawndale,Chicago,Cook County
41.856,-87.627,Near South Side,Chicago,Cook County
41.858,-87.661,Lower West Side,Chicago,Cook County
41.867,-87.667,Near West Side,Chicago,Cook County
41.871,-87.673,Near West Side,Chicago,Cook County
41.872,-87.674,Near West Side,Chicago,Cook County
41.872,-87.634,Chicago Loop,Chicago,Cook County
41.876,-87.64,West Loop,Chicago,Cook County
41.877,-87.674,Near West Side,Chicago,Cook County
41.877,-87.637,Chicago Loop,Chicago,Cook County
41.878,-87.643,West Loop,Chicago,Cook County
41.878,-87.637,Chicago Loop,Chicago,Cook County
41.878,-87.633,Chicago Loop,Chicago,Cook County
41.879,-87.638,West Loop,Chicago,Cook County
41.882,-87.647,West Loop,Chicago,Cook County
41.882,-87.634,Chicago Loop,Chicago,Cook County
41.883,-87.634,Chicago Loop,Chicago,Cook County
41.884,-87.639,West Loop,Chicago,Cook County
41.884,-87.633,Chicago Loop,Chicago,Cook County
41.885,-87.643,West Loop,Chicago,Cook County
41.886,-87.629,Chicago Loop,Chicago,Cook County
41.886,-87.628,Chicago Loop,Chicago,Cook County
41.887,-87.746,Austin,Chicago,Cook County
41.887,-87.629,Chicago Loop,Chicago,Cook County
41.888,-87.645,West Loop,Chicago,Cook County
41.888,-87.635,River North,Chicago,Cook County
41.89,-87.628,River North,Chicago,Cook County
41.891,-87.717,Humboldt Park,Chicago,Cook County
41.891,-87.634,River North,Chicago,Cook County
41.892,-87.635,River North,Chicago,Cook County
41.892,-87.632,River North,Chicago,Cook County
41.892,-87.628,River North,Chicago,Cook County
41.892,-87.613,Streeterville,Chicago,Cook County
41.893,-87.642,River North,Chicago,Cook County
41.893,-87.63,River North,Chicago,Cook County
41.894,-87.628,River North,Chicago,Cook County
41.895,-87.774,Austin,Chicago,Cook County
41.895,-87.63,River North,Chicago,Cook County
41.899,-87.624,Streeterville,Chicago,Cook County
41.902,-87.629,Rush & Division,Chicago,Cook County
41.904,-87.631,Gold Coast,Chicago,Cook County
41.907,-87.636,Near North Side,Chicago,Cook County
41.911,-87.689,West Town,Chicago,Cook County
41.913,-87.635,Old Town Triangle,Chicago,Cook County
41.917,-87.767,Belmont Central,Chicago,Cook County
41.919,-87.636,Lincoln Park,Chicago,Cook County
41.922,-87.739,Hermosa,Chicago,Cook County
41.922,-87.697,Logan Square,Chicago,Cook County
41.925,-87.658,Sheffield & DePaul,Chicago,Cook County
41.929,-87.644,Lincoln Park,Chicago,Cook County
41.935,-87.663,Lake View,Chicago,Cook County
41.936,-87.717,Avondale,Chicago,Cook County
41.94,-87.786,Belmont Central,Chicago,Cook County
41.94,-87.705,Avondale,Chicago,Cook County
41.94,-87.639,Lake View East,Chicago,Cook County
41.941,-87.701,Avondale,Chicago,Cook County
41.945,-87.799,Schorsch Village,Chicago,Cook County
41.946,-87.703,Avondale,Chicago,Cook County
41.946,-87.683,Roscoe Village,Chicago,Cook County
41.947,-87.684,North Center,Chicago,Cook County
41.953,-87.785,Portage Park,Chicago,Cook County
41.96,-87.81,NA,Norridge,Cook County
41.966,-87.693,Ravenswood Gardens,Chicago,Cook County
41.974,-87.655,Uptown,Chicago,Cook County
41.984,-87.653,Edgewater,Chicago,Cook County
41.986,-87.653,Edgewater,Chicago,Cook County
42.004,-87.673,Rogers Park,Chicago,Cook County
42.07,-87.71,NA,Wilmette,Cook County
41.64,-87.54,NA,Burnham,Cook County
41.65,-87.54,Hegewisch,Chicago,Cook County
41.654,-87.617,Eden Green,Chicago,Cook County
41.66,-87.63,West Pullman,Chicago,Cook County
41.66,-87.61,Riverdale,Chicago,Cook County
41.66,-87.56,Hegewisch,Chicago,Cook County
41.68,-87.72,NA,Alsip,Cook County
41.686,-87.688,Kennedy Park,Chicago,Cook County
41.686,-87.613,Roseland,Chicago,Cook County
41.688,-87.537,East Side,Chicago,Cook County
41.69,-87.6,Pullman,Chicago,Cook County
41.69,-87.56,South Deering,Chicago,Cook County
41.691,-87.706,Mount Greenwood,Chicago,Cook County
41.692,-87.707,Mount Greenwood,Chicago,Cook County
41.7,-87.56,South Deering,Chicago,Cook County
41.707,-87.594,Pullman,Chicago,Cook County
41.71,-87.55,South Deering,Chicago,Cook County
41.712,-87.682,South Side,Chicago,Cook County
41.72,-87.55,Vet's Park,Chicago,Cook County
41.721,-87.679,Beverly,Chicago,Cook County
41.721,-87.643,Washington Heights,Chicago,Cook County
41.723,-87.643,Washington Heights,Chicago,Cook County
41.73,-87.57,Calumet Heights,Chicago,Cook County
41.736,-87.664,Auburn Gresham,Chicago,Cook County
41.736,-87.648,Auburn Gresham,Chicago,Cook County
41.744,-87.605,Grand Crossing,Chicago,Cook County
41.746,-87.586,Grand Crossing,Chicago,Cook County
41.747,-87.605,Grand Crossing,Chicago,Cook County
41.751,-87.625,South Side,Chicago,Cook County
41.752,-87.576,South Shore,Chicago,Cook County
41.756,-87.644,Auburn Gresham,Chicago,Cook County
41.758,-87.607,Greater Grand Crossing,Chicago,Cook County
41.772,-87.656,West Englewood,Chicago,Cook County
41.773,-87.648,Englewood,Chicago,Cook County
41.773,-87.578,Jackson Park Highlands,Chicago,Cook County
41.774,-87.585,South Shore,Chicago,Cook County
41.774,-87.578,Jackson Park Highlands,Chicago,Cook County
41.775,-87.729,West Lawn,Chicago,Cook County
41.779,-87.706,Chicago Lawn,Chicago,Cook County
41.786,-87.693,Chicago Lawn,Chicago,Cook County
41.79,-87.64,Englewood,Chicago,Cook County
41.79,-87.57,Hyde Park,Chicago,Cook County
41.793,-87.665,West Englewood,Chicago,Cook County
41.795,-87.602,Hyde Park,Chicago,Cook County
41.796,-87.597,Hyde Park,Chicago,Cook County
41.796,-87.581,East Hyde Park,Chicago,Cook County
41.797,-87.606,Hyde Park,Chicago,Cook County
41.799,-87.594,Hyde Park,Chicago,Cook County
41.8,-87.64,Back of the Yards,Chicago,Cook County
41.8,-87.589,Hyde Park,Chicago,Cook County
41.801,-87.603,Hyde Park,Chicago,Cook County
41.803,-87.585,East Hyde Park,Chicago,Cook County
41.807,-87.669,Back of the Yards,Chicago,Cook County
41.807,-87.604,Kenwood,Chicago,Cook County
41.808,-87.697,Brighton Park,Chicago,Cook County
41.809,-87.657,Back of the Yards,Chicago,Cook County
41.81,-87.592,Kenwood,Chicago,Cook County
41.818,-87.6,Oakland,Chicago,Cook County
41.823,-87.626,Bronzeville,Chicago,Cook County
41.827,-87.638,Bridgeport,Chicago,Cook County
41.828,-87.695,Brighton Park,Chicago,Cook County
41.829,-87.625,Douglas,Chicago,Cook County
41.832,-87.678,McKinley Park,Chicago,Cook County
41.834,-87.676,McKinley Park,Chicago,Cook County
41.835,-87.655,Bridgeport,Chicago,Cook County
41.835,-87.635,Armour Square,Chicago,Cook County
41.837,-87.726,South Lawndale,Chicago,Cook County
41.838,-87.636,Armour Square,Chicago,Cook County
41.838,-87.628,Douglas,Chicago,Cook County
41.838,-87.624,Douglas,Chicago,Cook County
41.838,-87.607,Douglas,Chicago,Cook County
41.839,-87.625,Douglas,Chicago,Cook County
41.844,-87.716,South Lawndale,Chicago,Cook County
41.846,-87.628,Ickes Prairie Homes,Chicago,Cook County
41.848,-87.693,Marshall Square,Chicago,Cook County
41.851,-87.618,Near South Side,Chicago,Cook County
41.852,-87.626,Near South Side,Chicago,Cook County
41.855,-87.686,Marshall Square,Chicago,Cook County
41.855,-87.675,Lower West Side,Chicago,Cook County
41.855,-87.619,Near South Side,Chicago,Cook County
41.858,-87.665,Lower West Side,Chicago,Cook County
41.859,-87.703,North Lawndale,Chicago,Cook County
41.86,-87.74,North Lawndale,Cicero,Cook County
41.864,-87.718,North Lawndale,Chicago,Cook County
41.864,-87.68,Near West Side,Chicago,Cook County
41.865,-87.625,Near South Side,Chicago,Cook County
41.866,-87.647,Little Italy,Chicago,Cook County
41.866,-87.621,Near South Side,Chicago,Cook County
41.866,-87.614,Near South Side,Chicago,Cook County
41.867,-87.722,North Lawndale,Chicago,Cook County
41.867,-87.633,Near South Side,Chicago,Cook County
41.867,-87.627,Chicago Loop,Chicago,Cook County
41.868,-87.628,Chicago Loop,Chicago,Cook County
41.868,-87.626,Chicago Loop,Chicago,Cook County
41.868,-87.619,Chicago Loop,Chicago,Cook County
41.871,-87.63,Chicago Loop,Chicago,Cook County
41.873,-87.67,Near West Side,Chicago,Cook County
41.873,-87.63,Chicago Loop,Chicago,Cook County
41.874,-87.668,Near West Side,Chicago,Cook County
41.874,-87.634,Chicago Loop,Chicago,Cook County
41.874,-87.633,Chicago Loop,Chicago,Cook County
41.874,-87.625,Chicago Loop,Chicago,Cook County
41.875,-87.632,Chicago Loop,Chicago,Cook County
41.875,-87.63,Chicago Loop,Chicago,Cook County
41.875,-87.629,Chicago Loop,Chicago,Cook County
41.875,-87.617,Chicago Loop,Chicago,Cook County
41.876,-87.633,Chicago Loop,Chicago,Cook County
41.876,-87.618,Chicago Loop,Chicago,Cook County
41.877,-87.624,Chicago Loop,Chicago,Cook County
41.879,-87.666,West Jackson Boulevard District,Chicago,Cook County
41.88,-87.671,Near West Side,Chicago,Cook County
41.88,-87.639,West Loop,Chicago,Cook County
41.881,-87.649,West Loop,Chicago,Cook County
41.881,-87.634,Chicago Loop,Chicago,Cook County
41.881,-87.633,Chicago Loop,Chicago,Cook County
41.881,-87.632,Chicago Loop,Chicago,Cook County
41.881,-87.627,Chicago Loop,Chicago,Cook County
41.881,-87.621,Chicago Loop,Chicago,Cook County
41.882,-87.66,West Loop,Chicago,Cook County
41.882,-87.654,West Loop,Chicago,Cook County
41.882,-87.631,Chicago Loop,Chicago,Cook County
41.882,-87.629,Chicago Loop,Chicago,Cook County
41.882,-87.622,Chicago Loop,Chicago,Cook County
41.882,-87.617,Chicago Loop,Chicago,Cook County
41.883,-87.652,West Loop,Chicago,Cook County
41.883,-87.635,Chicago Loop,Chicago,Cook County
41.883,-87.629,Chicago Loop,Chicago,Cook County
41.883,-87.626,Chicago Loop,Chicago,Cook County
41.883,-87.622,Chicago Loop,Chicago,Cook County
41.884,-87.686,Near West Side,Chicago,Cook County
41.884,-87.655,Fulton Market District,Chicago,Cook County
41.884,-87.65,Fulton Market District,Chicago,Cook County
41.884,-87.64,West Loop,Chicago,Cook County
41.884,-87.636,Chicago Loop,Chicago,Cook County
41.884,-87.634,Chicago Loop,Chicago,Cook County
41.884,-87.622,Chicago Loop,Chicago,Cook County
41.884,-87.621,Chicago Loop,Chicago,Cook County
41.884,-87.618,Chicago Loop,Chicago,Cook County
41.885,-87.661,Fulton Market District,Chicago,Cook County
41.885,-87.639,West Loop,Chicago,Cook County
41.885,-87.638,West Loop,Chicago,Cook County
41.885,-87.613,Chicago Loop,Chicago,Cook County
41.886,-87.702,Garfield Park,Chicago,Cook County
41.886,-87.65,Fulton Market District,Chicago,Cook County
41.886,-87.643,West Loop,Chicago,Cook County
41.886,-87.64,West Loop,Chicago,Cook County
41.886,-87.639,West Loop,Chicago,Cook County
41.886,-87.633,Chicago Loop,Chicago,Cook County
41.886,-87.619,Chicago Loop,Chicago,Cook County
41.887,-87.641,West Loop,Chicago,Cook County
41.887,-87.64,West Loop,Chicago,Cook County
41.887,-87.633,Chicago Loop,Chicago,Cook County
41.887,-87.632,Chicago Loop,Chicago,Cook County
41.887,-87.619,Chicago Loop,Chicago,Cook County
41.887,-87.615,Chicago Loop,Chicago,Cook County
41.888,-87.629,River North,Chicago,Cook County
41.888,-87.624,Chicago Loop,Chicago,Cook County
41.888,-87.623,Chicago Loop,Chicago,Cook County
41.888,-87.622,Chicago Loop,Chicago,Cook County
41.889,-87.641,West Loop,Chicago,Cook County
41.889,-87.632,River North,Chicago,Cook County
41.89,-87.633,River North,Chicago,Cook County
41.89,-87.623,Streeterville,Chicago,Cook County
41.891,-87.716,Humboldt Park,Chicago,Cook County
41.891,-87.64,River North,Chicago,Cook County
41.891,-87.633,River North,Chicago,Cook County
41.891,-87.623,Streeterville,Chicago,Cook County
41.891,-87.611,Streeterville,Chicago,Cook County
41.892,-87.716,Humboldt Park,Chicago,Cook County
41.892,-87.64,River North,Chicago,Cook County
41.892,-87.636,River North,Chicago,Cook County
41.892,-87.629,River North,Chicago,Cook County
41.892,-87.616,Streeterville,Chicago,Cook County
41.892,-87.611,Streeterville,Chicago,Cook County
41.893,-87.629,River North,Chicago,Cook County
41.893,-87.623,Streeterville,Chicago,Cook County
41.894,-87.638,River North,Chicago,Cook County
41.894,-87.633,River North,Chicago,Cook County
41.895,-87.719,Humboldt Park,Chicago,Cook County
41.895,-87.672,West Town,Chicago,Cook County
41.895,-87.628,River North,Chicago,Cook County
41.896,-87.655,West Town,Chicago,Cook County
41.896,-87.622,Streeterville,Chicago,Cook County
41.896,-87.619,Streeterville,Chicago,Cook County
41.896,-87.617,Streeterville,Chicago,Cook County
41.897,-87.638,Near North Side,Chicago,Cook County
41.897,-87.627,Rush & Division,Chicago,Cook County
41.897,-87.617,Streeterville,Chicago,Cook County
41.898,-87.66,West Town,Chicago,Cook County
41.898,-87.642,Cabrini-Green,Chicago,Cook County
41.899,-87.625,Streeterville,Chicago,Cook County
41.9,-87.625,Streeterville,Chicago,Cook County
41.9,-87.624,Streeterville,Chicago,Cook County
41.9,-87.622,Streeterville,Chicago,Cook County
41.901,-87.697,West Town,Chicago,Cook County
41.901,-87.694,West Town,Chicago,Cook County
41.901,-87.62,Streeterville,Chicago,Cook County
41.902,-87.627,Gold Coast,Chicago,Cook County
41.902,-87.623,Near North Side,Chicago,Cook County
41.902,-87.622,Near North Side,Chicago,Cook County
41.902,-87.621,Near North Side,Chicago,Cook County
41.903,-87.693,West Town,Chicago,Cook County
41.903,-87.675,West Town,Chicago,Cook County
41.903,-87.673,West Town,Chicago,Cook County
41.905,-87.637,Near North Side,Chicago,Cook County
41.905,-87.633,Near North Side,Chicago,Cook County
41.906,-87.67,West Town,Chicago,Cook County
41.907,-87.673,West Town,Chicago,Cook County
41.907,-87.639,Near North Side,Chicago,Cook County
41.908,-87.692,West Town,Chicago,Cook County
41.908,-87.626,Gold Coast,Chicago,Cook County
41.909,-87.697,West Town,Chicago,Cook County
41.909,-87.673,West Town,Chicago,Cook County
41.909,-87.631,Gold Coast,Chicago,Cook County
41.91,-87.695,West Town,Chicago,Cook County
41.91,-87.688,West Town,Chicago,Cook County
41.91,-87.677,West Town,Chicago,Cook County
41.911,-87.638,Near North Side,Chicago,Cook County
41.911,-87.633,Near North Side,Chicago,Cook County
41.911,-87.628,Gold Coast,Chicago,Cook County
41.911,-87.625,Gold Coast,Chicago,Cook County
41.914,-87.715,Logan Square,Chicago,Cook County
41.914,-87.631,Lincoln Park,Chicago,Cook County
41.915,-87.635,Old Town Triangle,Chicago,Cook County
41.915,-87.628,Lincoln Park,Chicago,Cook County
41.916,-87.678,Bucktown,Chicago,Cook County
41.916,-87.673,Bucktown,Chicago,Cook County
41.917,-87.749,Belmont Cragin,Chicago,Cook County
41.917,-87.688,Logan Square,Chicago,Cook County
41.918,-87.681,Bucktown,Chicago,Cook County
41.918,-87.658,Lincoln Park,Chicago,Cook County
41.918,-87.654,Lincoln Park,Chicago,Cook County
41.918,-87.638,Old Town Triangle,Chicago,Cook County
41.922,-87.724,Logan Square,Chicago,Cook County
41.922,-87.687,Bucktown,Chicago,Cook County
41.922,-87.657,Sheffield & DePaul,Chicago,Cook County
41.922,-87.653,Sheffield & DePaul,Chicago,Cook County
41.922,-87.63,Lincoln Park,Chicago,Cook County
41.923,-87.698,Logan Square,Chicago,Cook County
41.924,-87.772,Belmont Central,Chicago,Cook County
41.925,-87.683,Bucktown,Chicago,Cook County
41.925,-87.663,Lincoln Park,Chicago,Cook County
41.925,-87.647,Lincoln Park,Chicago,Cook County
41.926,-87.702,Logan Square,Chicago,Cook County
41.926,-87.638,Lincoln Park,Chicago,Cook County
41.927,-87.649,Sheffield & DePaul,Chicago,Cook County
41.928,-87.644,Lincoln Park,Chicago,Cook County
41.928,-87.641,Lincoln Park,Chicago,Cook County
41.93,-87.649,Sheffield & DePaul,Chicago,Cook County
41.931,-87.801,Montclare,Chicago,Cook County
41.931,-87.763,Belmont Cragin,Chicago,Cook County
41.931,-87.711,Logan Square,Chicago,Cook County
41.931,-87.649,Lincoln Park,Chicago,Cook County
41.932,-87.666,Lincoln Park,Chicago,Cook County
41.932,-87.643,Lincoln Park,Chicago,Cook County
41.932,-87.642,Lincoln Park,Chicago,Cook County
41.938,-87.762,Belmont Cragin,Chicago,Cook County
41.938,-87.7,Avondale,Chicago,Cook County
41.939,-87.751,Portage Park,Chicago,Cook County
41.939,-87.749,Belmont Cragin,Chicago,Cook County
41.939,-87.723,Avondale,Chicago,Cook County
41.939,-87.711,Avondale,Chicago,Cook County
41.939,-87.659,Lake View,Chicago,Cook County
41.939,-87.644,Lake View East,Chicago,Cook County
41.94,-87.712,Avondale,Chicago,Cook County
41.94,-87.676,Roscoe Village,Chicago,Cook County
41.94,-87.654,Lake View East,Chicago,Cook County
41.94,-87.634,Lake View,Chicago,Cook County
41.943,-87.704,Avondale,Chicago,Cook County
41.943,-87.649,Lake View East,Chicago,Cook County
41.944,-87.719,Avondale,Chicago,Cook County
41.944,-87.641,Lake View East,Chicago,Cook County
41.945,-87.824,Belmont Heights,Chicago,Cook County
41.945,-87.706,Avondale,Chicago,Cook County
41.946,-87.674,Roscoe Village,Chicago,Cook County
41.946,-87.656,Lake View East,Chicago,Cook County
41.947,-87.653,Lake View East,Chicago,Cook County
41.947,-87.645,Lake View East,Chicago,Cook County
41.948,-87.829,Irving Woods,Chicago,Cook County
41.948,-87.718,Irving Park,Chicago,Cook County
41.948,-87.707,Irving Park,Chicago,Cook County
41.949,-87.659,Lake View East,Chicago,Cook County
41.95,-87.84,O'Hare,Chicago,Cook County
41.951,-87.668,Lake View,Chicago,Cook County
41.953,-87.762,Portage Park,Chicago,Cook County
41.954,-87.71,Irving Park,Chicago,Cook County
41.957,-87.652,Uptown,Chicago,Cook County
41.958,-87.669,Lake View,Chicago,Cook County
41.96,-87.8,NA,Harwood Heights,Cook County
41.96,-87.647,Uptown,Chicago,Cook County
41.961,-87.746,Old Irving Park,Chicago,Cook County
41.961,-87.652,Uptown,Chicago,Cook County
