r_lat,r_lng,neighborhood,locality,county
41.81,-87.599,Kenwood,Chicago,Cook County
41.836,-87.614,Douglas,Chicago,Cook County
41.939,-87.724,Avondale,Chicago,Cook County
41.831,-87.618,Douglas,Chicago,Cook County
41.96,-87.63,Uptown,Chicago,Cook County
41.86,-87.62,Near South Side,Chicago,Cook County
41.854,-87.647,Lower West Side,Chicago,Cook County
41.898,-87.623,Streeterville,Chicago,Cook County
41.94,-87.75,Portage Park,Chicago,Cook County
41.87,-87.61,Near South Side,Chicago,Cook County
41.97,-87.68,Lincoln Square,Chicago,Cook County
41.879,-87.635,Chicago Loop,Chicago,Cook County
41.884,-87.62,Chicago Loop,Chicago,Cook County
41.78,-87.6,Woodlawn,Chicago,Cook County
41.8,-87.7,Gage Park,Chicago,Cook County
41.885,-87.631,Chicago Loop,Chicago,Cook County
41.88,-87.626,Chicago Loop,Chicago,Cook County
41.898,-87.622,Streeterville,Chicago,Cook County
41.92,-87.74,Hermosa,Chicago,Cook County
41.945,-87.646,Lake View East,Chicago,Cook County
41.892,-87.617,Streeterville,Chicago,Cook County
41.86,-87.66,Little Italy,Chicago,Cook County
41.969,-87.655,Uptown,Chicago,Cook County
41.766,-87.566,South Shore,Chicago,Cook County
41.907,-87.656,Goose Island,Chicago,Cook County
41.831,-87.641,Bridgeport,Chicago,Cook County
41.843,-87.635,Armour Square,Chicago,Cook County
41.93,-87.74,Belmont Gardens,Chicago,Cook County
41.838,-87.608,Douglas,Chicago,Cook County
41.93,-87.77,Belmont Central,Chicago,Cook County
42.008,-87.665,Rogers Park,Chicago,Cook County
41.935,-87.664,Lake View,Chicago,Cook County
41.889,-87.688,West Town,Chicago,Cook County
41.92,-87.73,Hermosa,Chicago,Cook County
41.837,-87.613,Douglas,Chicago,Cook County
41.959,-87.655,Uptown,Chicago,Cook County
41.86,-87.63,Near South Side,Chicago,Cook County
41.919,-87.697,Logan Square,Chicago,Cook County
41.919,-87.652,Lincoln Park,Chicago,Cook County
41.95,-87.76,Portage Park,Chicago,Cook County
41.803,-87.607,Bronzeville,Chicago,Cook County
41.87,-87.65,Little Italy,Chicago,Cook County
42,-87.67,Rogers Park,Chicago,Cook County
41.892,-87.62,Streeterville,Chicago,Cook County
41.883,-87.632,Chicago Loop,Chicago,Cook County
42.013,-87.666,Rogers Park,Chicago,Cook County
41.94,-87.73,Irving Park,Chicago,Cook County
41.93,-87.75,Belmont Cragin,Chicago,Cook County
41.87,-87.69,Tri-Taylor,Chicago,Cook County
41.967,-87.708,East Albany Park,Chicago,Cook County
41.9,-87.71,Humboldt Park,Chicago,Cook County
41.831,-87.633,Armour Square,Chicago,Cook County
41.846,-87.622,Near South Side,Chicago,Cook County
41.85,-87.63,South Loop,Chicago,Cook County
41.88,-87.636,Chicago Loop,Chicago,Cook County
41.795,-87.619,Washington Park,Chicago,Cook County
41.852,-87.619,Near South Side,Chicago,Cook County
41.884,-87.629,Chicago Loop,Chicago,Cook County
42,-87.66,Rogers Park,Chicago,Cook County
41.925,-87.728,Belmont Gardens,Chicago,Cook County
41.908,-87.631,Gold Coast,Chicago,Cook County
41.82,-87.6,Oakland,Chicago,Cook County
41.853,-87.627,Near South Side,Chicago,Cook County
41.889,-87.628,River North,Chicago,Cook County
41.967,-87.668,Ravenswood,Chicago,Cook County
41.899,-87.649,Goose Island,Chicago,Cook County
41.91,-87.72,Humboldt Park,Chicago,Cook County
41.903,-87.628,Gold Coast,Chicago,Cook County
41.885,-87.619,Chicago Loop,Chicago,Cook County
42.019,-87.69,West Ridge,Chicago,Cook County
42.01,-87.67,Rogers Park,Chicago,Cook County
41.814,-87.597,Kenwood,Chicago,Cook County
41.903,-87.698,West Town,Chicago,Cook County
41.781,-87.606,Woodlawn,Chicago,Cook County
41.932,-87.636,Lincoln Park,Chicago,Cook County
41.894,-87.622,Streeterville,Chicago,Cook County
41.933,-87.653,Lake View East,Chicago,Cook County
41.954,-87.719,Irving Park,Chicago,Cook County
41.888,-87.644,West Loop,Chicago,Cook County
41.91,-87.73,Humboldt Park,Chicago,Cook County
41.823,-87.607,Bronzeville,Chicago,Cook County
41.854,-87.686,Marshall Square,Chicago,Cook County
41.895,-87.682,West Town,Chicago,Cook County
41.8,-87.72,West Elsdon,Chicago,Cook County
42,-87.7,West Ridge,Chicago,Cook County
41.82,-87.69,Brighton Park,Chicago,Cook County
41.825,-87.617,Douglas,Chicago,Cook County
41.93,-87.73,Belmont Gardens,Chicago,Cook County
42.009,-87.69,West Ridge,Chicago,Cook County
41.868,-87.632,Chicago Loop,Chicago,Cook County
41.966,-87.646,Uptown,Chicago,Cook County
41.92,-87.77,Belmont Central,Chicago,Cook County
41.92,-87.76,Hanson Park,Chicago,Cook County
41.81,-87.607,Bronzeville,Chicago,Cook County
41.97,-87.71,Albany Park,Chicago,Cook County
41.87,-87.68,Tri-Taylor,Chicago,Cook County
41.79,-87.7,Gage Park,Chicago,Cook County
41.85,-87.69,Marshall Square,Chicago,Cook County
42.02,-87.67,Rogers Park,Chicago,Cook County
41.858,-87.614,Near South Side,Chicago,Cook County
41.884,-87.619,Chicago Loop,Chicago,Cook County
41.91,-87.643,Near North Side,Chicago,Cook County
41.93,-87.78,Belmont Central,Chicago,Cook County
41.893,-87.618,Streeterville,Chicago,Cook County
42.057,-87.687,NA,Evanston,Cook County
41.961,-87.717,Irving Park,Chicago,Cook County
41.84,-87.61,Douglas,Chicago,Cook County
41.842,-87.657,Bridgeport,Chicago,Cook County
41.961,-87.745,Old Irving Park,Chicago,Cook County
41.867,-87.685,Tri-Taylor,Chicago,Cook County
41.946,-87.647,Lake View East,Chicago,Cook County
41.858,-87.624,Near South Side,Chicago,Cook County
41.96,-87.72,Irving Park,Chicago,Cook County
41.99,-87.71,North Park,Chicago,Cook County
41.84,-87.65,Bridgeport,Chicago,Cook County
41.88,-87.68,Near West Side,Chicago,Cook County
41.994,-87.689,West Ridge,Chicago,Cook County
41.83,-87.67,McKinley Park,Chicago,Cook County
41.869,-87.656,Little Italy,Chicago,Cook County
41.88,-87.61,NA,Chicago,Cook County
41.879,-87.641,West Loop,Chicago,Cook County
41.91,-87.717,Humboldt Park,Chicago,Cook County
41.83,-87.61,Bronzeville,Chicago,Cook County
41.9,-87.72,Humboldt Park,Chicago,Cook County
41.89,-87.672,West Town,Chicago,Cook County
42.064,-87.686,NA,Evanston,Cook County
41.898,-87.637,Near North,Chicago,Cook County
41.877,-87.635,Chicago Loop,Chicago,Cook County
41.878,-87.636,Chicago Loop,Chicago,Cook County
41.895,-87.619,Streeterville,Chicago,Cook County
41.901,-87.678,West Town,Chicago,Cook County
41.95,-87.72,Irving Park,Chicago,Cook County
41.792,-87.6,Hyde Park,Chicago,Cook County
42.01,-87.66,Rogers Park,Chicago,Cook County
41.876,-87.625,Chicago Loop,Chicago,Cook County
41.908,-87.638,Near North Side,Chicago,Cook County
41.99,-87.7,West Ridge,Chicago,Cook County
41.854,-87.696,Marshall Square,Chicago,Cook County
41.85,-87.62,Near South Side,Chicago,Cook County
41.781,-87.576,Jackson Park,Chicago,Cook County
41.829,-87.681,McKinley Park,Chicago,Cook County
41.982,-87.709,North Park,Chicago,Cook County
42.016,-87.675,Rogers Park,Chicago,Cook County
42.05,-87.68,NA,Evanston,Cook County
41.806,-87.592,Kenwood,Chicago,Cook County
41.816,-87.607,Bronzeville,Chicago,Cook County
41.839,-87.666,Lower West Side,Chicago,Cook County
41.924,-87.647,Lincoln Park,Chicago,Cook County
41.961,-87.729,Albany Park,Chicago,Cook County
41.947,-87.718,Irving Park,Chicago,Cook County
41.954,-87.709,Irving Park,Chicago,Cook County
42.002,-87.689,West Ridge,Chicago,Cook County
42.064,-87.699,NA,Evanston,Cook County
41.878,-87.631,Chicago Loop,Chicago,Cook County
41.884,-87.696,Garfield Park,Chicago,Cook County
41.976,-87.709,North Park,Chicago,Cook County
41.897,-87.624,Streeterville,Chicago,Cook County
41.895,-87.623,Streeterville,Chicago,Cook County
41.98,-87.68,Lincoln Square,Chicago,Cook County
42.026,-87.684,NA,Evanston,Cook County
41.802,-87.618,Bronzeville,Chicago,Cook County
41.884,-87.641,West Loop,Chicago,Cook County
41.94,-87.74,Irving Park,Chicago,Cook County
41.89,-87.688,West Town,Chicago,Cook County
41.891,-87.626,River North,Chicago,Cook County
41.94,-87.77,Portage Park,Chicago,Cook County
41.89,-87.69,West Town,Chicago,Cook County
41.901,-87.623,Streeterville,Chicago,Cook County
41.96,-87.73,Old Irving Park,Chicago,Cook County
42.01,-87.68,Rogers Park,Chicago,Cook County
41.94,-87.76,Portage Park,Chicago,Cook County
41.918,-87.683,Bucktown,Chicago,Cook County
41.98,-87.7,Lincoln Square,Chicago,Cook County
41.897,-87.623,Streeterville,Chicago,Cook County
41.95,-87.73,Old Irving Park,Chicago,Cook County
41.885,-87.706,Garfield Park,Chicago,Cook County
41.886,-87.622,Chicago Loop,Chicago,Cook County
41.961,-87.671,Lake View,Chicago,Cook County
41.792,-87.608,Washington Park,Chicago,Cook County
41.83,-87.63,Park Boulevard,Chicago,Cook County
41.86,-87.7,North Lawndale,Chicago,Cook County
41.861,-87.656,Little Italy,Chicago,Cook County
41.879,-87.629,Chicago Loop,Chicago,Cook County
41.89,-87.618,Streeterville,Chicago,Cook County
41.894,-87.653,West Town,Chicago,Cook County
41.9,-87.75,Austin,Chicago,Cook County
41.991,-87.684,West Ridge,Chicago,Cook County
41.897,-87.643,Cabrini-Green,Chicago,Cook County
41.846,-87.623,Near South Side,Chicago,Cook County
41.876,-87.63,Chicago Loop,Chicago,Cook County
41.88,-87.69,Near West Side,Chicago,Cook County
41.78,-87.591,Woodlawn,Chicago,Cook County
41.84,-87.62,South Commons,Chicago,Cook County
41.842,-87.627,Dearborn Homes,Chicago,Cook County
41.854,-87.715,North Lawndale,Chicago,Cook County
41.891,-87.636,River North,Chicago,Cook County
41.904,-87.668,West Town,Chicago,Cook County
41.887,-87.623,Chicago Loop,Chicago,Cook County
41.891,-87.631,River North,Chicago,Cook County
41.85,-87.72,South Lawndale,Chicago,Cook County
41.831,-87.656,Bridgeport,Chicago,Cook County
41.898,-87.629,Rush & Division,Chicago,Cook County
41.896,-87.629,River North,Chicago,Cook County
41.95,-87.81,Belmont Heights,Chicago,Cook County
41.984,-87.696,Arcadia Terrace,Chicago,Cook County
42.005,-87.681,West Ridge,Chicago,Cook County
42.005,-87.662,Rogers Park,Chicago,Cook County
42.012,-87.683,West Ridge,Chicago,Cook County
41.817,-87.619,Bronzeville,Chicago,Cook County
41.99,-87.69,Arcadia Terrace,Chicago,Cook County
41.78,-87.72,West Lawn,Chicago,Cook County
41.79,-87.69,Gage Park,Chicago,Cook County
41.865,-87.657,Little Italy,Chicago,Cook County
42,-87.69,West Ridge,Chicago,Cook County
41.85,-87.641,Armour Square,Chicago,Cook County
41.91,-87.74,Humboldt Park,Chicago,Cook County
41.883,-87.638,Chicago Loop,Chicago,Cook County
42.013,-87.674,Rogers Park,Chicago,Cook County
41.84,-87.72,South Lawndale,Chicago,Cook County
41.88,-87.71,Garfield Park,Chicago,Cook County
41.893,-87.677,West Town,Chicago,Cook County
41.774,-87.568,South Shore,Chicago,Cook County
41.871,-87.641,Near West Side,Chicago,Cook County
41.81,-87.6,Kenwood,Chicago,Cook County
41.85,-87.68,Lower West Side,Chicago,Cook County
41.849,-87.676,Lower West Side,Chicago,Cook County
41.894,-87.63,River North,Chicago,Cook County
41.918,-87.692,Logan Square,Chicago,Cook County
41.98,-87.716,North Park,Chicago,Cook County
41.722,-87.623,West Chesterfield,Chicago,Cook County
41.78,-87.63,Greater Grand Crossing,Chicago,Cook County
41.914,-87.668,West Town,Chicago,Cook County
42.04,-87.699,NA,Evanston,Cook County
41.884,-87.632,Chicago Loop,Chicago,Cook County
41.945,-87.647,Lake View East,Chicago,Cook County
41.83,-87.68,McKinley Park,Chicago,Cook County
41.895,-87.706,Humboldt Park,Chicago,Cook County
41.895,-87.626,River North,Chicago,Cook County
41.92,-87.79,Belmont Cragin,Chicago,Cook County
41.925,-87.715,Logan Square,Chicago,Cook County
41.79,-87.58,Jackson Park,Chicago,Cook County
41.82,-87.7,Brighton Park,Chicago,Cook County
41.86,-87.68,Near West Side,Chicago,Cook County
41.93,-87.8,Montclare,Chicago,Cook County
41.961,-87.736,Irving Park,Chicago,Cook County
42.01,-87.71,West Ridge,Lincolnwood,Cook County
41.961,-87.655,Uptown,Chicago,Cook County
41.858,-87.62,Near South Side,Chicago,Cook County
41.89,-87.7,Humboldt Park,Chicago,Cook County
41.86,-87.67,Near West Side,Chicago,Cook County
41.946,-87.731,Irving Park,Chicago,Cook County
41.95,-87.75,Portage Park,Chicago,Cook County
41.84,-87.66,Bridgeport,Chicago,Cook County
41.85,-87.67,Lower West Side,Chicago,Cook County
41.892,-87.618,Streeterville,Chicago,Cook County
42.04,-87.68,NA,Evanston,Cook County
41.94,-87.79,Schorsch Village,Chicago,Cook County
42.048,-87.684,NA,Evanston,Cook County
41.88,-87.632,Chicago Loop,Chicago,Cook County
41.921,-87.673,Bucktown,Chicago,Cook County
41.751,-87.624,Greater Grand Crossing,Chicago,Cook County
41.883,-87.642,West Loop,Chicago,Cook County
41.91,-87.75,Austin,Chicago,Cook County
42.019,-87.685,West Ridge,Chicago,Cook County
41.81,-87.7,Brighton Park,Chicago,Cook County
41.929,-87.643,Lincoln Park,Chicago,Cook County
41.86,-87.64,Near West Side,Chicago,Cook County
41.881,-87.636,Chicago Loop,Chicago,Cook County
41.81,-87.59,Kenwood,Chicago,Cook County
41.83,-87.65,Bridgeport,Chicago,Cook County
41.85,-87.64,Armour Square,Chicago,Cook County
41.895,-87.654,West Town,Chicago,Cook County
42.017,-87.678,Rogers Park,Chicago,Cook County
41.882,-87.642,West Loop,Chicago,Cook County
42.058,-87.678,NA,Evanston,Cook County
41.692,-87.53,East Side,Chicago,Cook County
42.048,-87.698,NA,Evanston,Cook County
41.84,-87.63,Dearborn Homes,Chicago,Cook County
41.92,-87.8,Austin,Chicago,Cook County
41.77,-87.57,South Shore,Chicago,Cook County
41.79,-87.71,Gage Park,Chicago,Cook County
41.919,-87.698,Logan Square,Chicago,Cook County
41.858,-87.657,Lower West Side,Chicago,Cook County
41.99,-87.68,Lincoln Square,Chicago,Cook County
41.78,-87.61,Woodlawn,Chicago,Cook County
41.84,-87.64,Bridgeport,Chicago,Cook County
41.779,-87.587,Woodlawn,Chicago,Cook County
41.872,-87.629,Chicago Loop,Chicago,Cook County
41.894,-87.619,Streeterville,Chicago,Cook County
41.861,-87.626,Near South Side,Chicago,Cook County
41.888,-87.627,Chicago Loop,Chicago,Cook County
42.01,-87.69,West Ridge,Chicago,Cook County
42.02,-87.69,NA,Evanston,Cook County
41.81,-87.69,Brighton Park,Chicago,Cook County
41.81,-87.61,Bronzeville,Chicago,Cook County
41.85,-87.7,Marshall Square,Chicago,Cook County
41.83,-87.62,Douglas,Chicago,Cook County
41.887,-87.659,Fulton Market District,Chicago,Cook County
41.762,-87.559,South Shore,Chicago,Cook County
41.854,-87.705,Marshall Square,Chicago,Cook County
41.794,-87.602,Hyde Park,Chicago,Cook County
41.884,-87.631,Chicago Loop,Chicago,Cook County
41.888,-87.774,Austin,Chicago,Cook County
41.89,-87.635,River North,Chicago,Cook County
41.98,-87.71,North Park,Chicago,Cook County
41.78,-87.59,Woodlawn,Chicago,Cook County
41.844,-87.695,Marshall Square,Chicago,Cook County
41.848,-87.685,Heart of Italy,Chicago,Cook County
41.99,-87.693,Arcadia Terrace,Chicago,Cook County
42.012,-87.688,West Ridge,Chicago,Cook County
41.91,-87.76,Austin,Chicago,Cook County
41.773,-87.585,South Shore,Chicago,Cook County
41.81,-87.72,Archer Heights,Chicago,Cook County
41.81,-87.616,Bronzeville,Chicago,Cook County
41.849,-87.695,Marshall Square,Chicago,Cook County
41.897,-87.628,Rush & Division,Chicago,Cook County
41.95,-87.77,Portage Park,Chicago,Cook County
41.774,-87.577,Jackson Park,Chicago,Cook County
41.78,-87.616,Woodlawn,Chicago,Cook County
41.79,-87.61,Washington Park,Chicago,Cook County
42.035,-87.699,NA,Evanston,Cook County
41.891,-87.648,West Town,Chicago,Cook County
41.858,-87.668,Lower West Side,Chicago,Cook County
41.86,-87.72,North Lawndale,Chicago,Cook County
41.885,-87.635,Chicago Loop,Chicago,Cook County
41.95,-87.79,Dunning,Chicago,Cook County
42.065,-87.715,NA,Evanston,Cook County
41.827,-87.683,McKinley Park,Chicago,Cook County
41.921,-87.707,Logan Square,Chicago,Cook County
41.954,-87.75,Portage Park,Chicago,Cook County
42.01,-87.7,West Ridge,Chicago,Cook County
41.809,-87.633,Fuller Park,Chicago,Cook County
41.81,-87.67,Back of the Yards,Chicago,Cook County
41.886,-87.717,Garfield Park,Chicago,Cook County
41.89,-87.6,Streeterville,Chicago,Cook County
41.897,-87.621,Streeterville,Chicago,Cook County
41.95,-87.74,Old Irving Park,Chicago,Cook County
42,-87.71,West Ridge,Chicago,Cook County
42.02,-87.71,NA,Skokie,Cook County
41.752,-87.565,South Shore,Chicago,Cook County
41.79,-87.72,West Elsdon,Chicago,Cook County
41.77,-87.58,Jackson Park Highlands,Chicago,Cook County
41.8,-87.69,Gage Park,Chicago,Cook County
41.881,-87.629,Chicago Loop,Chicago,Cook County
41.89,-87.72,Humboldt Park,Chicago,Cook County
41.96,-87.75,Portage Park,Chicago,Cook County
42.02,-87.68,Rogers Park,Evanston,Cook County
41.78,-87.71,Chicago Lawn,Chicago,Cook County
41.795,-87.633,Fuller Park,Chicago,Cook County
41.87,-87.71,North Lawndale,Chicago,Cook County
41.89,-87.627,River North,Chicago,Cook County
41.92,-87.78,Belmont Cragin,Chicago,Cook County
41.925,-87.654,Sheffield & DePaul,Chicago,Cook County
41.885,-87.717,Garfield Park,Chicago,Cook County
41.91,-87.77,Austin,Chicago,Cook County
41.774,-87.567,South Shore,Chicago,Cook County
41.899,-87.648,Goose Island,Chicago,Cook County
41.9,-87.73,Humboldt Park,Chicago,Cook County
41.79,-87.73,West Elsdon,Chicago,Cook County
41.84,-87.73,South Lawndale,Chicago,Cook County
41.96,-87.74,Old Irving Park,Chicago,Cook County
41.752,-87.553,South Shore,Chicago,Cook County
41.78,-87.57,Jackson Park,Chicago,Cook County
42,-87.68,West Ridge,Chicago,Cook County
41.78,-87.7,Chicago Lawn,Chicago,Cook County
41.8,-87.75,Garfield Ridge,Chicago,Cook County
41.8,-87.71,Gage Park,Chicago,Cook County
41.85,-87.65,Lower West Side,Chicago,Cook County
41.862,-87.693,North Lawndale,Chicago,Cook County
41.896,-87.631,River North,Chicago,Cook County
41.94,-87.78,Belmont Central,Chicago,Cook County
41.827,-87.646,Bridgeport,Chicago,Cook County
41.886,-87.621,Chicago Loop,Chicago,Cook County
41.97,-87.74,North Mayfair,Chicago,Cook County
41.74,-87.55,South Chicago,Chicago,Cook County
41.85,-87.61,Near South Side,Chicago,Cook County
41.86,-87.69,North Lawndale,Chicago,Cook County
41.88,-87.7,Garfield Park,Chicago,Cook County
41.97,-87.72,Albany Park,Chicago,Cook County
42.03,-87.68,NA,Evanston,Cook County
41.86,-87.73,North Lawndale,Chicago,Cook County
41.871,-87.67,Near West Side,Chicago,Cook County
41.898,-87.686,West Town,Chicago,Cook County
41.962,-87.676,Lincoln Square,Chicago,Cook County
41.758,-87.549,South Shore,Chicago,Cook County
41.819,-87.643,New City,Chicago,Cook County
41.831,-87.632,Armour Square,Chicago,Cook County
41.85,-87.66,Lower West Side,Chicago,Cook County
41.892,-87.626,River North,Chicago,Cook County
41.95,-87.78,Dunning,Chicago,Cook County
41.81,-87.62,Bronzeville,Chicago,Cook County
41.779,-87.645,Englewood,Chicago,Cook County
41.81,-87.68,Back of the Yards,Chicago,Cook County
41.93,-87.81,NA,Elmwood Park,Cook County
41.865,-87.666,Little Italy,Chicago,Cook County
41.936,-87.652,Lake View East,Chicago,Cook County
41.808,-87.677,Back of the Yards,Chicago,Cook County
41.889,-87.645,West Town,Chicago,Cook County
41.917,-87.702,Logan Square,Chicago,Cook County
41.97,-87.73,North Mayfair,Chicago,Cook County
41.795,-87.597,Hyde Park,Chicago,Cook County
41.806,-87.683,Back of the Yards,Chicago,Cook County
41.814,-87.667,Back of the Yards,Chicago,Cook County
41.87,-87.626,Chicago Loop,Chicago,Cook County
41.913,-87.682,West Town,Chicago,Cook County
41.954,-87.741,Old Irving Park,Chicago,Cook County
41.77,-87.73,West Lawn,Chicago,Cook County
41.774,-87.606,Woodlawn,Chicago,Cook County
41.885,-87.624,Chicago Loop,Chicago,Cook County
41.89,-87.636,River North,Chicago,Cook County
41.878,-87.736,Garfield Park,Chicago,Cook County
41.894,-87.632,River North,Chicago,Cook County
41.896,-87.627,River North,Chicago,Cook County
41.924,-87.677,Bucktown,Chicago,Cook County
41.71,-87.6,Pullman,Chicago,Cook County
41.737,-87.623,South Side,Chicago,Cook County
41.77,-87.61,Park Manor,Chicago,Cook County
41.793,-87.616,Washington Park,Chicago,Cook County
41.808,-87.646,Back of the Yards,Chicago,Cook County
41.823,-87.677,Back of the Yards,Chicago,Cook County
41.884,-87.644,West Loop,Chicago,Cook County
41.97,-87.76,Jefferson Park,Chicago,Cook County
41.81,-87.71,Brighton Park,Chicago,Cook County
41.862,-87.694,North Lawndale,Chicago,Cook County
41.9,-87.669,West Town,Chicago,Cook County
41.915,-87.687,Bucktown,Chicago,Cook County
41.769,-87.628,Greater Grand Crossing,Chicago,Cook County
41.895,-87.765,Austin,Chicago,Cook County
42.06,-87.68,NA,Evanston,Cook County
41.809,-87.665,Back of the Yards,Chicago,Cook County
41.86,-87.71,North Lawndale,Chicago,Cook County
41.691,-87.681,Kennedy Park,Chicago,Cook County
41.76,-87.56,South Shore,Chicago,Cook County
41.75,-87.68,Ashburn,Chicago,Cook County
41.766,-87.586,South Shore,Chicago,Cook County
41.802,-87.645,Back of the Yards,Chicago,Cook County
41.803,-87.587,East Hyde Park,Chicago,Cook County
41.881,-87.639,West Loop,Chicago,Cook County
41.881,-87.635,Chicago Loop,Chicago,Cook County
41.75,-87.61,South Side,Chicago,Cook County
41.82,-87.62,Bronzeville,Chicago,Cook County
41.879,-87.631,Chicago Loop,Chicago,Cook County
41.884,-87.645,West Loop,Chicago,Cook County
41.885,-87.636,Chicago Loop,Chicago,Cook County
41.89,-87.71,Humboldt Park,Chicago,Cook County
41.909,-87.648,Goose Island,Chicago,Cook County
41.94,-87.82,Belmont Heights,Chicago,Cook County
41.954,-87.655,Lake View East,Chicago,Cook County
41.759,-87.587,Grand Crossing,Chicago,Cook County
41.842,-87.658,Bridgeport,Chicago,Cook County
41.848,-87.715,South Lawndale,Chicago,Cook County
41.896,-87.678,West Town,Chicago,Cook County
41.712,-87.668,Beverly,Chicago,Cook County
41.767,-87.576,South Shore,Chicago,Cook County
41.77,-87.59,Grand Crossing,Chicago,Cook County
41.83,-87.64,Bridgeport,Chicago,Cook County
41.857,-87.646,East Pilsen,Chicago,Cook County
41.705,-87.528,East Side,Chicago,Cook County
41.75,-87.56,South Chicago,Chicago,Cook County
41.799,-87.595,Hyde Park,Chicago,Cook County
41.869,-87.624,Chicago Loop,Chicago,Cook County
41.887,-87.618,Chicago Loop,Chicago,Cook County
41.83,-87.6,Oakland,Chicago,Cook County
41.85,-87.71,South Lawndale,Chicago,Cook County
41.867,-87.695,North Lawndale,Chicago,Cook County
41.88,-87.774,Austin,Chicago,Cook County
42.023,-87.7,NA,Evanston,Cook County
41.77,-87.64,Englewood,Chicago,Cook County
41.78,-87.73,West Lawn,Chicago,Cook County
41.867,-87.616,Near South Side,Chicago,Cook County
41.927,-87.635,Lincoln Park,Chicago,Cook County
41.955,-87.648,Uptown,Chicago,Cook County
42.03,-87.69,NA,Evanston,Cook County
41.894,-87.654,West Town,Chicago,Cook County
41.79,-87.63,Englewood,Chicago,Cook County
41.8,-87.68,Gage Park,Chicago,Cook County
41.878,-87.639,West Loop,Chicago,Cook County
41.71,-87.67,Beverly,Chicago,Cook County
41.82,-87.61,Bronzeville,Chicago,Cook County
41.947,-87.74,Old Irving Park,Chicago,Cook County
41.967,-87.689,Lincoln Square,Chicago,Cook County
42.051,-87.678,NA,Evanston,Cook County
41.751,-87.614,South Side,Chicago,Cook County
41.794,-87.655,South Side,Chicago,Cook County
41.885,-87.63,Chicago Loop,Chicago,Cook County
41.885,-87.625,Chicago Loop,Chicago,Cook County
41.72,-87.68,Beverly,Chicago,Cook County
41.848,-87.705,Marshall Square,Chicago,Cook County
41.882,-87.632,Chicago Loop,Chicago,Cook County
41.886,-87.63,Chicago Loop,Chicago,Cook County
41.714,-87.531,East Side,Chicago,Cook County
41.72,-87.62,Roseland,Chicago,Cook County
41.743,-87.605,Grand Crossing,Chicago,Cook County
42.03,-87.71,NA,Skokie,Cook County
42.06,-87.67,NA,Evanston,Cook County
41.74,-87.63,South Side,Chicago,Cook County
41.79,-87.62,Washington Park,Chicago,Cook County
41.8,-87.73,Archer Heights,Chicago,Cook County
41.8,-87.61,Washington Park,Chicago,Cook County
41.81,-87.73,Archer Heights,Chicago,Cook County
41.88,-87.76,Austin,Chicago,Cook County
41.904,-87.641,Cabrini-Green,Chicago,Cook County
41.936,-87.679,Hamlin Park,Chicago,Cook County
41.94,-87.81,Belmont Heights,Chicago,Cook County
42.02,-87.7,West Ridge,Evanston,Cook County
41.76,-87.58,South Shore,Chicago,Cook County
41.77,-87.63,Greater Grand Crossing,Chicago,Cook County
41.83,-87.69,Brighton Park,Chicago,Cook County
41.686,-87.574,South Deering,Chicago,Cook County
41.69,-87.61,Pullman,Chicago,Cook County
41.728,-87.668,Beverly,Chicago,Cook County
41.822,-87.622,Bronzeville,Chicago,Cook County
41.87,-87.7,Garfield Park,Chicago,Cook County
41.88,-87.641,West Loop,Chicago,Cook County
41.886,-87.626,Chicago Loop,Chicago,Cook County
41.895,-87.633,River North,Chicago,Cook County
42.04,-87.67,NA,Evanston,Cook County
41.71,-87.68,Beverly,Chicago,Cook County
41.766,-87.605,Greater Grand Crossing,Chicago,Cook County
41.784,-87.614,Woodlawn,Chicago,Cook County
41.8,-87.67,Back of the Yards,Chicago,Cook County
41.845,-87.716,South Lawndale,Chicago,Cook County
41.878,-87.642,West Loop,Chicago,Cook County
41.886,-87.623,Chicago Loop,Chicago,Cook County
41.94,-87.83,Dunning,Chicago,Cook County
41.707,-87.618,Roseland,Chicago,Cook County
41.745,-87.565,South Chicago,Chicago,Cook County
41.762,-87.644,Englewood,Chicago,Cook County
41.8,-87.62,Washington Park,Chicago,Cook County
41.885,-87.618,Chicago Loop,Chicago,Cook County
41.887,-87.627,Chicago Loop,Chicago,Cook County
41.91,-87.81,NA,Elmwood Park,Cook County
41.929,-87.708,Logan Square,Chicago,Cook County
42.03,-87.67,NA,Evanston,Cook County
41.69,-87.68,South Side,Chicago,Cook County
41.73,-87.55,South Chicago,Chicago,Cook County
41.753,-87.605,Greater Grand Crossing,Chicago,Cook County
41.79,-87.65,Englewood,Chicago,Cook County
41.88,-87.763,Austin,Chicago,Cook County
41.794,-87.675,Back of the Yards,Chicago,Cook County
41.822,-87.621,Bronzeville,Chicago,Cook County
41.823,-87.666,McKinley Park,Chicago,Cook County
41.88,-87.74,Garfield Park,Chicago,Cook County
41.887,-87.617,Chicago Loop,Chicago,Cook County
41.895,-87.62,Streeterville,Chicago,Cook County
41.917,-87.667,Bucktown,Chicago,Cook County
41.758,-87.606,Greater Grand Crossing,Chicago,Cook County
41.88,-87.755,Austin,Chicago,Cook County
41.882,-87.633,Chicago Loop,Chicago,Cook County
41.883,-87.64,West Loop,Chicago,Cook County
41.888,-87.756,Austin,Chicago,Cook County
41.91,-87.78,Austin,Chicago,Cook County
42.06,-87.7,NA,Evanston,Cook County
